content,label
恭喜您成功领取到DIGIT元红包，全场超值优惠活动开始了！满DIGI返DIGIT一降到底。如果您需要退订服务请回复t。祝您购物愉快!,0
“利郎男装NAME领秀金街店周年PLACE巅峰钜新款冬装全场满DIGIT送DIGIT特价款低至XXX元！购物在西侧的专卖店里。请拨打PHONE号码咨询。”,0
我是华东理工大学的XXX，由于最近遭遇了一些意外情况需要一些资金支持。目前我正在医院接受治疗并支付高昂的医疗费用。我希望能得到您的帮助和支持来分担一部分的费用支出。当然如果您有任何困难或不便之处也没有关系，我会尽力寻找其他解决方案尽快解决这个问题。非常感谢您对我的理解和关心！,冒充领导、熟人类
你好，我是招联金融的工作人员。你最近有贷款需求吗？我们这边有一款非常适合您的产品，可以快速审批放贷。如果你需要的话我们可以帮你申请一下。我们的利率也非常低廉的！另外我们现在还有一个优惠活动你可以添加我的微信号我发链接给你现在做一笔单子还可以送你一个精美的小礼品哦,贷款、代办信用卡类
你好，我是“京东金融”信贷专员。你最近有贷款需求吗？我们提供快速、便捷的金融服务体验和灵活多样的借款方式及额度选择等优势特点。如果你想申请办理会员提现或交保证金解冻业务的话请联系我们的工作人员微信号：XXX-XXXXXX我们将为你详细介绍相关流程并协助完成操作！,贷款、代办信用卡类
“第一名的名字是最终优惠现购买元购房卡数量有限欲购从速详询电话XXX。”,0
尊敬的用户，感谢您一直以来对联通的支持与信任。为了回馈广大用户的需求和期望，我们特别推出了一项“服务提醒双流量大放送”活动！只要一次性充值DIGIT元以上（具体金额请咨询客服），即可赠送g的大流量分个个月等额赠送的优惠福利哦~名额有限先到先得赶快参加吧网上充值地址URLPLACE欢迎您的参与让我们的服务质量更上一层楼祝您生活愉快谢谢支持如有疑问敬请您及时联系我们将竭诚为您服务再次感谢您的支持和理解祝您好运常伴左右身体健康万事如意,0
亲爱的用户，您常点的那家店现在有优惠！快来看看吧,0
尊敬的用户，感谢您对我们公司的支持。我们很高兴地宣布推出了一项新的优惠活动！只要预存DIGIT元话费并分摊至每月支付，即可获赠DIGIT分钟全国通话和DIGITm省内流量（限当月使用）。回复DIGIT办理URL链接以获取更多详情或立即享受此项套餐服务吧！祝您上网嗨翻天、畅享无限乐趣！,0
您好，我是甘肃省工信局的员工。我们接到了一起涉及重大刑事案件的举报或报案电话，涉及到湖北省武汉市洪山区的一个情况。根据我们的初步调查和核实工作发现您可能是该起事件的相关人员之一。目前我们需要您的配合进行一些操作以证明与这一起主要嫌疑人无任何关系。,冒充公检法及政府机关类
亲爱的表侄孙，祝你生日快乐！愿你健康快乐成长。,0
春竹集团亲PLACEPLACE号b羊绒特卖月开始了！早DIGIT点半至晚欢购第二NAMEtPHONEWECHAT回退订。,0
您好！泰达店诚挚邀请您参与我们的六周年庆典活动。月号当天在店铺购物满额即可享受三倍积分及多重优惠福利；更有机会参加幸运大抽奖赢取更多惊喜好礼哦~期待您的光临与惠顾!如有疑问或需要退订请回复“回td”。,0
亲爱的会员朋友您好！“三八”女人特有的节日。伊人秀美颜养生馆为感谢一路有您的支持将为爱美女同胞准备金济实惠的三人同行年卡，原价xxxx元xx次的面部美颜卡现三人同行均只需要xxxx元就可以获得xx次！名额有限邀上您的好姐妹赶紧咨询你的美容顾问或到店咨询详情，伊人秀全体祝您越来越美丽,0
亲爱的姐姐，新年好！提前祝姐姐元宵节快乐！马上到三八妇女节了。厂家与润颜美容养生会所强强联手超级回馈,0
小李啊，我是人事经理，现在公司账上有点账目不对，不能通过公家来计算，我给你个账号，你往里面转10000，让公司把账目对一下。,冒充领导、熟人类
伊丽雅美容养生会所回馈x月女人节：佳莱频谱健康美丽万里行景德镇站！xxx元可享受以下项目:x.免费体验价值xxxx元的微循环仪器检,0
尊敬的会员，您好！感谢您对石码镇德日士餐厅的支持。为了回馈您的厚爱，我们特推出以下优惠活动和权益供您享受：1.餐饮特权:在月日前凭券至店可享一鸡腿堡、鸡肉卷双鸡堡买二送一的特别优惠；同时购买NAME双层牛肉堡仅需元大杯甜玉米也只需元的超值价格。请注意转发无效哦~2.娱乐特权agogo自助ktv在月日前凭借此券周日至周四期间大包一下午只要DIGIT元即可使用一次。同样地，转发也是没有效力的呢!3.我们还为您推荐了移动专属套餐立减DIGIT元的活动原价要DIGIT元现在只需要现价DGTI元就可以兑换啦!或者用DIGIT积分也可以直接兑换这个价值DIGIT元的套餐包含新奥尔良烤鸡腿堡香辣翅一对红豆派一杯百事可乐中一听以上这些福利欢迎各位会员拨打我们的热线电话DIGIT或者登录到我们的生活客户端下载更多详情您可以点击URL链接来安装并了解具体优惠政策以实际下载的优惠券为准哦～,0
尊敬的客户，您好！感谢您一直以来对移动公司的支持与信任。为了回馈广大用户，我们特别推出元旦流量大优惠活动。现在只需DIGIT元即可购买GB全国通用流量包（有效期为月日时至月日时时）。点击链接URL立即办理查流量的使用情况或登录掌厅客户端也可轻松完成操作而不再需要跑营业厅了。各大app应用市场搜索PLACE移动掌上营业厅下载安装后也可以直接查询和订购相关业务哦~祝您新年快乐、用网愉快！,0
你好，我是西安反诈中心的警察。我打电话给您是因为我们发现您可能涉嫌一起网络诈骗案件。我们需要确认您的身份和配合我们的调查。请购买一部新手机并入住酒店等待进一步通知。同时下载亿联会议APP、“安全防护”APP以便更好地保护自己的隐私权以及财产的安全性。为了确保资金不被转移走需要将保证金存入自己卡内储存起来以备不时之需。请不要告诉任何人关于此次电话的内容并且随时保持联系以确保事情的顺利进行。,冒充公检法及政府机关类
鲁湘會升级改造开业了，隆重推出精品鲁菜，湘菜，特色养生菜，玛咖养生菜，纯粱小烧泡制灵芝鹿茸玛咖十全大补酒，亲快来品尝吧,0
欢迎致电海洋之星娱乐有限公司。我们竭诚为您提供桑拿、洗浴、棋牌、养生足疗、SPA理疗、连锁布丁酒店为一体的休闲会所,0
尊敬的会员，您好！风暴第二波来啦。大家电满$DIGIT减Digit上不封顶优惠活动开始了哦~手机低至折起、美食美酒实惠多多还等您前来探索更多惊喜福利呢!回复“退订”即可取消订阅此信息，感谢您的支持.,0
亲爱的全家会员，DIGIT月全家的疯狂活动正在继续！当天首笔消费满DIGIT元即可享受加赠等值积分的优惠。参加“疯狂全家日”活动的您还可以额外花费DIGIT元换购凯蒂猫伞一把哦~数量有限售完为止哟～期待您的参与!如有任何疑问请回复此信息或联系我们的客服热线：XXX-XXXXXXxxx.感谢您的支持与理解，祝您生活愉快![微笑],0
亲爱的奶奶，我刚刚在路上与他人发生了严重的争执。现在他们受伤了，情况非常危急！我却无法脱身离开这里。我需要您的帮助来解决这个问题并解决这个事情的后续问题。您能否将这笔钱汇给对方？我已经向您发送了他的账户信息请您尽快处理一下这件事情吧谢谢你的支持请不要担心一切都会好起来的,冒充领导、熟人类
亲爱的小伙伴，今天只需老会元速就能享誉URLdkoiulx旗舰店的美味纯可可脂速融讼露哦！如有需要请回复TD退订。,0
本公司现接受契税、营业税贷款！只要你有买房合同！我就给你贷契税！二年期年息x.x！还不赶快？那些缺契税缺首付款得朋友还在等什么？赶快啦,0
尊敬的天百会员，您好！本月XX日将在PLACE宾馆号楼的专场活动中恭候您的光临。活动期间有精美预约礼和满额逐级赠送的礼品赠送哦~如有疑问或需要退订请回复此短信后的“t”。期待您的到来并共享精彩时刻!,0
您好我是玉颜女子养生馆（马家小区东门北xx米）开业大酬宾凡x号x号x号到店的顾客均可享受以下活动x:办理xx元卡,0
佰草萱x.x号女人节，大型公益活动把自己家的旧衣服捐给山区里的人们活动期间凡购买佰草萱?任意单品?的顾客，每件旧衣服可以抵xx元现金，例:氨基酸洗面奶，原价xx元，一件旧衣服可以抵xx元，也就是说只花xx元买一瓶专业线洗面奶，还为贫困地区的人们添一件衣服，为公益做出贡献，一举三得。希望大家转发告诉身边的爱心人士，王黑营静颜坊美容养生会馆,0
今晚淘宝网亲文君中老年服饰特卖场DIGIT点秒杀再次入侵，新品尽在首页猛戳进店。回t退订,0
尊敬的老百姓大药房顾客，我们热烈庆祝PLACE预售活动正式启动！从即日起到日为止预定的冬季滋补圣品——阿胶。只需预定斤并使用DIGIT元抵扣元后购买即可享受最高减DIGIT元的优惠力度历史罕见!我们还将额外赠送高级毛毯床单一份作为赠礼史上最强度的回馈措施等你来体验哦~如需退订请回复DINGT!。期待您的参与～,0
尊敬的用户，您好！感谢您对DIGIT元包服务的关注。我们很高兴向您推荐我们的全国流量聚划算包月服务。该套餐提供超大流量安心使用体验，当月订购按天折扣优惠更多惊喜等待您的发现。请点击翼时代URL进行快速登陆和订购吧！如有任何疑问或需要帮助，欢迎随时联系电信客服中心（PLACE）。期待您的加入与支持！,0
"您好，我是来自支付宝的客户服务。我注意到您在淘宝网上购买的衣服已经退货了，但是退款无法成功转入您的支付账户中。为了解决这个问题，我们需要在我们的平台上进行一些操作。""""百万保障""""是我们的一项服务之一，它可以帮助您确保购物资金的安全性并避免潜在的风险和损失。如果您按照我的指导完成了相关步骤，""""百万保障""""将会自动注册并进行绑定。请放心，这个过程是完全安全的并不会对您的任何个人信息造成影响或产生额外的费用。""",冒充客服服务
尊敬的神州行客户，您好！我们很高兴地宣布推出了一项特别的移动购机活动。现在购买小米手机或酷派手机的用户可以享受以下优惠和福利：1.旧机以旧换新折现立抵；2.可得DIGIT平板电脑一台（价值30元）；3.DIGIT话费充值赠送更多金额的免费通话时长；4.超低价格限量秒杀抢购机会不容错过；5.更多跨年惊喜等你来参加。我们的营业厅位于共青团路回民小区PLACE咨询电话CELLPHONE如果您有任何疑问或者需要了解更多的信息请随时联系我们将竭诚为您服务期待您的光临谢谢,0
你好，我是客服人员。我了解到有一位客户在快手平台上绑定了一项业务，但表示不需要该服务并希望取消它。根据我们的记录显示，这项捆绑业务的每月扣款为500元人民币。为了解冻账户和解除合约关系，我们需要验证您的身份信息以确保这是您本人进行的操作。请放心，这个过程不会对您造成任何财务损失或影响到您现有的权益。我们将需要提供一些个人信息进行核实，以便我们能够完成这一流程并与你一同解决问题。请问你是否可以向我提供你的姓名、身份证号码或其他相关的个人识别资料？一旦确认无误后就可以立即为你办理相关手续了。感谢您的配合和理解！我们会尽快处理这个问题并提供帮助的后续跟进工作安排。,冒充客服服务
农业银行账户状态已更新，您的信用额度已经调整。,0
尊敬的客户，您好！感谢您选择PLACE移动易充值服务。我们为您提供更便捷、无功能费的充值方式，让您随时随地轻松完成手机话费充值和流量购买操作。首次办理单笔充值的用户还可以享受DIGIT元赠送活动（三种可选）。回复掌厅下载app或拨打DIGIT转接电话即可快速进行业务咨询和处理。我们还承诺最低消费起可优惠购机和使用更多优质实惠的手机套餐和服务内容。欢迎前往各营业厅了解详情并体验我们的专业服务和贴心关怀。祝您使用愉快！,0
尊敬的用户，感谢您使用移动积分系统。您的m值已经达到了一定的水平，可以兑换丰厚的好礼！请回复本消息以开始查询详情和进行兑奖操作。同时提醒一下，按照我们的标准资费计算规则收取相关费用（如有）。期待您的参与和支持！,0
尊敬的客户，中国移动邀请您一起体验全球领先的5G技术。更多品牌手机如iPhone、三星等大牌机型全线出击任你挑选！请前往附近营业厅咨询选购详情，详询DIGIT。,0
恭喜您获得交通银行信用卡专享优惠，详情请点击链接了解更多。,0
新年快乐！祝福你身体健康，万事如意。,0
尊贵的顾客新年好！御美坊美容院庆“三八”节厂家特惠顾客，单瓶x.x折、套盒x.x折、特价单瓶xx元起，特价套盒xxx元起,0
您好，我是京东金条客服。我们注意到您的账户利率较高，现在可以为您调整至更优惠的利率。为了完成这一操作，我们需要您登录到我们的官方网站进行确认和验证身份信息。如果您需要帮助或有其他问题，请不要犹豫与我们联系或咨询相关机构以确保自己的权益得到保障,贷款、代办信用卡类
我是消防队的工作人员，我们最近有一个项目需要和你们合作。你可以拨打这个电话号码：XXX-XXXX-XXXX和赵老板联系吗？感谢你的配合！,冒充领导、熟人类
"你好，请问是xxx吗？我是玉溪市公安局的民警。我有个重要消息要通知你一下！你在我们这里涉及一起诈骗案件你知道吧?现在需要你来协助调查并澄清你的情况。如果你不配合的话会受到法律制裁的你懂不懂啊??但是只要你按照我们的要求操作就可以洗脱嫌疑了哦~你现在加我的QQ号,然后下载一个叫做“嘱目”的视频软件通过视频聊天给我看一下你的涉案图片和具体细节就ok啦!快点处理一下吧,别给自己找麻烦知道嘛",冒充公检法及政府机关类
我是你哥哥，怎么这么长时间不接我电话？最近手头有点紧，能不能借点钱给我应急一下。,冒充领导、熟人类
亲爱的顾客！您们好！感谢过去对本店的支持，本店放假期间已结束，今天（二月六号）恢复正常营业，欢迎新老顾客给予支持，新年开工活动期间办卡大大优惠,0
亲爱的会员，为庆祝PLACE商场周年纪念日，特为您精选百款商品低至折起。在此期间光临我们的俱乐部并参与活动即可获得一份特别的礼物！如需退订信息请回复DIGIT.感谢您的支持!,0
尊敬的用户，您好！我是某快递公司的客服代表。我们发现您有一票未签收的包裹需要处理。为了尽快解决您的问题并保护您的权益，建议您先在支付宝中打开“我的”页面找到备选项卡进行操作一下步骤：1.输入验证码；2.选择关闭理赔的按钮确认提交即可完成申请流程请放心我们会及时跟进后续的处理情况给您带来不便请您谅解感谢您的配合祝您生活愉快,冒充客服服务
尊敬的立方大药房会员，恭喜您的数字号成为本月VIP！全场商品折起后还有好礼相送。更划算的是团购NAME能帮您省钱哦~夏季也要注意健康哟!如有需要退订请回复TD即可.感谢您的支持与信任，祝您生活愉快～,0
亲，淘宝上的番茄派足膜正在聚划算哦！快来抢购历史最低价的多买多送活动。领券还有礼品相赠呢再不抓紧机会就错过了哟~回复T即可退订回馈啦～,0
尊敬的TCL会员，您好！非常荣幸邀请您莅临我们tcl电视专柜体验全球新品。本月DIGIT日起将有新款产品推出，欢迎前来了解并享受最高两千元的优惠活动信息及地址：[请插入URL]。如需退订此消息烦请您回复“T”。谢谢您的关注与支持!,0
您好！我是NAME居实业装饰公司的咨询顾问。我们是一家集设计施工于一体的专业公司，拥有多名资深设计师和项目经理.我们的质量一流、服务一流，为您创造有格调有品味的爱家。如果您需要免费咨询服务或量房设计请回复“1”，如需了解更多信息欢迎来电：“PHONE”。如有打扰敬请您谅解!,0
亲爱的叔叔/伯伯，我遇到了一些紧急情况需要用钱来解决。您能否帮我一下？如果您能提供一些资金支持的话对我来说会非常有帮助的！,冒充领导、熟人类
三月份惊喜一，二，三?惊喜一＇家居第三瓶半价；?惊喜二＇到店护理送冰膜；?惊喜三＇春天养肝，护肝,0
"你好，是张先生吗？我是石家庄公安局的民警。我们最近在调查一起涉及北京地区的诈骗案件，发现您在北京办了一张中国的卡与这个案子有关联。现在需要和北京市公安局的人进行对接确认一些信息，我们需要您的QQ号码以便沟通后续事宜。请您提供一下你的QQ号好吗?我们保证这是为了更好地开展工作,感谢您的配合！",冒充公检法及政府机关类
“亲爱的顾客您好！越购越惠活动开始了。购买任意一件商品即可享受折扣优惠（包括以上折），但名称为该商品的gap徽标系列除外；此外每天还有一款限时促销的特别惊喜等着您哦~如有疑问或需要退订请回复此信息。”,0
你好，我是XX。我目前在美国准备回国事宜，由于一些原因需要你帮忙代为支付东方航空的机票款项。我已经联系了航空公司客服并提供了他们的邮箱地址XXXX以进行后续沟通与操作细节确认。我已通过中国银行转账给你相应的金额以便你能及时为我付款购买这张回国的飞机票。请注意国内转账可能需要2小时才能到账完成交易过程，因此我希望在这段时间里能够得到你的帮助先行垫付这笔费用以确保我的行程顺利推进不受延误影响计划安排时间表和航班起飞前购票限制条件等事项处理完毕后我会尽快将剩余资金转还给你的账户中作为感谢以及对你所提供协助的支持表达感激之情！,冒充领导、熟人类
为巩固防控成果，防止疫情反复，全市各殡葬单位清明期间继续暂停现场祭祀服务，实行封闭式管理，敬请广大市民实行居家追思、网络祭祀！（js.0551website.com)感谢您的理解与支持！【中国联通】,0
您好，我是某贷款公司客服。我们发现您有潜在的借款需求并符合我们的条件。因此邀请添加我司企业微信成为好友以便进一步沟通业务细节和申请流程。我们已经为您准备好了相关资料只需要按照步骤操作即可完成整个过程并且不需要任何费用解冻资金可以正常提现和使用。如果您需要进一步的帮助请随时联系我们将竭诚为您服务,贷款、代办信用卡类
如真城投资合作我保定市有房地产项目需资x亿元中西医院需x千万高能镍炭超级电容器项目需x亿元京正南xx公里处华北明珠白洋淀管委有具备批文土地xxx亩可办房产养老公寓旅游业京西南xxx公里处易水湖畔有地几千亩地价低可建老年公寓农业欢光园另内蒙呼伦贝尔有与俄罗斯交届处城改需资x亿元如前期无杂费可告知最大额度最低年利率保定林xxxxxxxxxxx,0
欢迎您致电，上官府邸xx至xxx㎡珍藏现房x首付轻松购，买房免费就读华师幼儿园，最低xx万/套起。清盘钜惠力度空前,0
XX，是我。我现在打算购买回国的机票，但我这边的网络有些问题，无法正常登录国内的软件进行购票操作。我想麻烦你帮我联系一下东方航空的邓经理，向他询问关于我预定的回国机票的情况。如果你能帮忙成功预定到航班并需要支付相关费用的话，我希望你能先为我垫付这笔款项。一旦我能顺利返回国内后，我会立刻将你所帮助的费用还给你表示感谢。,冒充领导、熟人类
哥你好原养生馆小段！现在做酒店，真人真事，有图有真相,0
农业银行温馨提示：您的账户本月收入已入账，如有疑问请致电客服。,0
尊敬的贵宾：美馨丹婷养生馆（雪依氏）x月试业大优惠：面部全套护理x次价值xxx，现在体验只需xx元，名额有限,0
工商银行温馨提示：您的账户已通过手机支付完成一笔交易，详情请查询账单。,0
你好，我是某区以及湖南省公安局的民警。我打电话给您是因为您涉及一项重大犯罪案件，需要您的配合进行调查。如果您不合作的话，我们将不得不采取更严厉的法律措施。我们要求您添加我们的微信以便进一步沟通和提供证据材料。请不要担心我们会保护你的隐私权和人身安全保障。我们需要确认一下身份信息并确保没有误会后才能继续展开后续工作来解决问题。,冒充公检法及政府机关类
你好，我是京东客服。您的白条账户存在异常需要取消否则会影响征信记录。请下载“云视听”软件并加入我们的视频会议进行操作指导。在您完成相关手续后即可关闭贷款服务无需支付任何费用和承担责任风险由我们公司负责处理请您放心配合办理谢谢合作！,贷款、代办信用卡类
尊敬的用户，您好！感谢您一直以来对中国联通的支持与信任。我们特别为老用户推出了一项专享优惠：只需存款[DIGIT]元即可获得苹果产品带回家。这是一项非常难得的机会，让您在享受高品质网络服务的同时也能拥有更多的实惠和便利。请您尽快前往当地营业厅办理吧！早办早受益哦！期待您的光临~,0
尊敬的贵宾您好！您所预订x月x日(周六)晚宴的酒店是安徽逸境养生文化酒店。主要经营呼伦贝尔草原牛羊肉（礼盒装销售中）、精品土菜、各地特,0
您好，我是某贷款公司的客服。请问您近期是否有资金需求？我们提供无抵押、低利率的快速贷款服务。如果您需要办理请下载我们的“亿联”软件并注册申请即可完成操作简单方便快捷安全可靠有保障！如有疑问可致电咨询我司工作人员感谢您的配合祝您生活愉快再见,贷款、代办信用卡类
诸城五菱宝骏xS店“元宵喜乐会”震撼开启，到店赏车猜灯谜既有精美礼品相送，订购车更有巨幅优惠,0
尊敬的会员您好！人民同泰动力分店欢乐周年庆好礼放送。为了感谢您的支持与陪伴，我们为您准备了丰厚的礼品和优惠活动.如需退订回复TD即可。（PLACE）和平路DIGIT号PHONE号码请告知我您的具体信息以便给您更好的服务体验祝您购物愉快!,0
您好，这里是纳葆蓓美妆专营店。我们发现您在我们店铺不小心购买了商品并开通了一项服务，该服务将在下个月自动扣费。请问您是否需要这项服务？如果不需要的话请告诉我们并提供相关证明文件以便取消此项业务并将钱款退还给您！我们的客服人员会协助处理此事并与您联系以完成退款流程哦~谢谢合作啦！,冒充客服服务
乐友亲爱哒，碧呵婴儿环保型洗衣液优惠装L0Oml买一赠一一瓶！特例日DIGIT高新产品已于绿地笔克会展中心盛大开幕。关注信订阅号LEYOUSX可索取门票回TD退订哦~,0
“关注聚美优品PLACEDIGIT大促活动免费领取海外爆款食品和化妆品的微博。猛戳URL回退订。”,0
尊敬的客户，感谢您一直以来对魅蓝note的支持和关注。为了回馈广大用户，我们特别推出了一项限时抢购活动！从即日起至指定日期（具体时间请咨询理工大学移动营业厅），您可以以原价限量购买到心仪已久的魅蓝Note手机。赶快行动吧，再也不用担心NAME了哦~此外，我们还准备了DIGIT元面值的电话卡作为赠品。只要花费DIGIT元的金额就能将它带走啦！同时还将赠送DIGIT元话费给您使用呢！,0
感谢您致.电东莞市诚聚二手车交易市场.我司以良好信誉专.业提.供:二手车买卖,0
我是XX机构的财务，我们发现你的专升本学费没有交齐。现在公司搞活动可以退款给你走流程帮你退还到银行卡里面你加一下我QQ好友4935XXXX，，我给你发一个链接里面有详细的步骤和操作方法,冒充领导、熟人类
菜鸟包裹已到达，请尽快取件。如有疑问或需要帮助致电1234567890,0
您好，我是民生金融的客服代表。我注意到您有一笔贷款申请已经提交成功并获得了批准额度为10万元人民币的个人消费性信用贷款产品。但是您的卡号填写错误导致资金被冻结了无法正常到账需要解冻处理一下您看可以吗？,贷款、代办信用卡类
小赵，今天不是甲方过来商谈项目嘛，上次没谈好，想着这次给人家准备点红包，我已经知道他们的账号了，你先每人转5000块过去，等事成之后公司连本带息给你，账号是XXXX。,冒充领导、熟人类
您好，我是某贷款公司的工作人员。我们提供便捷的在线贷款服务。您是否需要资金支持？同意后请下载我们的“浦发”APP并按照步骤操作申请流程提交资料即可完成办理手续。在填写银行卡信息时务必仔细核对确保无误以免影响审核进度或导致放款失败造成不必要的麻烦和损失修改完成后我们会及时退还给您如有任何疑问可随时联系我,贷款、代办信用卡类
亲，双十一倒计时开始了哦！准备好了吗？检查一下购物车是否加满了吗（NAME）？（今年）骆驼户外官方旗舰店为您圆梦。如果需要退订回复“td”。请确认您的邮箱地址已充好邮件即可收到相关信息链接和验证码信息。（URLhuad）。期待您的光临~祝您购物的愉快!,0
亲爱的朋友，祝你生日快乐！愿你的每一天都充满快乐与温馨。,0
猜灯谜，送房款？！海翼xxxx元宵钜惠，xx~xxx平二至四房，猜灯谜享万元购房礼。车位同期预约登记中,0
您好，这里是快递物流客服。我们发现您的包裹在运输过程中受损了需要您配合进行理赔处理。为了方便快捷地解决您的问题并避免进一步的损失和不便之苦，我们建议您添加我们的QQ号码以便更好地沟通和操作支付宝相关事宜.首先我们需要解除与你的支付宝安逸花信用授权关系以防止每月9元的自动扣费情况发生；同时如果不借钱继续的话每个月还会扣除更多的费用导致你遭受不必要的经济损失和精神困扰．因此建议你立即按照以下步骤来解决问题：1、先通过电话或短信的方式联系到我们并提供完整的银行卡信息及密码用于后续的转账流程;2、然后加我们的QQ好友进一步沟通关于如何正确使用卡转功能以及其它相关的注意事项等细节问题．这样能够及时有效地完成整个赔偿程序并能确保你不会受到任何额外的经济负担影响。,冒充客服服务
迈恩宝PLACE中心即将全城发售！坐拥名校学区配套完美超低首付万起。请拨打热线电话了解更多信息哦~,0
好消息行宫御东园x.xx推出xx-xxx平珍藏版户型活动期间成功购房开发商代付入住费同时还可首付款分期、现金返还等惊喜优惠xxxxxxxx,0
国美在线会员小贴士提醒您L0账户中的优惠券即将到期请尽快使用。先锋电风扇DIGITNAME落地扇URLukr退订回t。,0
泥岗东路路桥大厦xxx酒店总经理郄滢携全体员工感谢您和朋友们的支持！祝大家新的一年里合家欢乐！心想事成！现新鲜刚到内蒙稀拉穆仁草原羊肉和羊排：xx元/斤，特别推介养生汤石斛炖肉汁：xx元/位，（功效：补五脏虚劳，强阴益精，益智除惊，补内绝不足）还有多款美味实惠农家土特产山货任君选择,0
三八妇女节专属女人节怎么可以错过。美得自然美容院推出大优惠。充值xxx元送xxx元。充值xxxx元送xxx元。充值xxxx元送xxx元,0
你好，我是贷款公司的代表。我们提供低利率、快速审批的贷款服务。根据你的信用记录和收入情况，我们可以为你办理一笔高额度的贷款。首先需要你支付一定的手续费用于审核你的资质和个人信息确认无误后即可放款了。如果你有需求请回复我并按照我的指示进行操作,贷款、代办信用卡类
喜迎三八：玉贵娇美容养生馆特价推出，xx元艾灸养生卡，为感谢新老顾客的支持,0
尊敬的用户，感谢您一直以来对音乐的热爱和支持。为了回馈您的厚爱和提供更好的服务体验，我们特别推出了一项惊喜活动！只要在接下来的一个月内（从收到此消息之日起计算），您可以享受到以下福利和服务提醒：1.音乐会员免费赠送30天；2.爱空气净化器限时折扣优惠5折起购；3.名额有限的话费充值百分百中奖机会一次；4.活动期间点击下方链接进入URL页面参与抽奖赢取大奖等更多精彩好礼等你来拿哦~请尽快行动吧！详情咨询客服或访问官网了解具体规则及时间限制等信息。祝您使用愉快并保持关注我们的最新动态以获取更多的服务和产品信息以及促销资讯等内容哈～,0
今天开始啦，PLACE装潢的会员活动！真正的一百元现金红包等你领取哦。记得要凭会员卡领奖品喔~不要错过时间地点是DIGIT点至点之间，详情请咨询PHONE号码吧!,0
亲爱的用户，春节红包大战已经打响！数十亿元的红包疯狂来袭。为了让你在抢红包时百发百中，我们为你提供了DIGIT邮箱抢红包日历和满满的回a获取攻略点击[读信URL]查看详细信息并参与活动吧！祝你好运连连、财源滚滚！,0
尊敬的客户，您好！我是京东客服代表XXX。我们发现您的白条额度待处理20万人民币的问题需要解决一下哦？首先请确认您是否已经开通了这项服务呢？如果是的，那么请您打开浏览器搜索“注销咨询窗口”，然后进入页面后点击在线咨询服务。，麻烦您可以查看下短信或微信消息哈～。另外我们还提供了一个链接方便快捷地访问我们的网站进行后续的操作流程哦！感谢配合和支持啦~祝您生活愉快一切顺利拜拜！,冒充客服服务
你好，我是贷款公司的代表。我们了解到你有借款的需求，可以为你提供方便快捷的金融服务。首先需要确认你的身份信息是否符合我们的要求。由于系统原因导致你申请的金额被冻结了无法到账的问题解决一下即可恢复使用额度提现秒到银行卡也可以继续刷出来用操作步骤：添加微信名“旗下”进行咨询了解服务业务；点击链接下载招商e贷APP注册账号登陆完善资料实名认证绑卡然后提交审核等待放款至本人银行储蓄账户完成还款计划,贷款、代办信用卡类
一年之季在于春，做好春季养生保健，可以让你健康一整年！欧派家居与您健康生活每一天！欧派xxx大牌团购会，巨惠来袭，全年保价,0
你好，我是公安局的民警。我怀疑你的身份信息被冒用了，现在在武汉建行涉嫌洗黑钱活动。为了调查情况，我们需要你开通网银以便我们进行转账操作和验证相关信息。请你在江苏或江南地区的银行开设一个网上银行业务并告诉我们相关的账户信息和密码等数据以方便我们的工作顺利进行下去吧！,冒充公检法及政府机关类
尊敬的客户：您好！感谢您关注PLACE。我们每天都会在公众号上发布各种活动和福利，包括红包、抽奖等等。只要参与就有机会获得丰厚的奖品和大礼包哦~快来试试手气吧！同时我们也推出了情人节专属爱情圣地测试游戏，测出你的专属恋爱地标并赢取禁果大奖等你来拿!请回复“情人节”即可开始您的甜蜜之旅啦～更多精彩内容敬请期待我们的后续推送或咨询客服了解详情.祝您开心每一天，爱意永相伴!PLACE移动微信搜cmccgz回T退订本消息【中国移动】,0
你好，我是消防培训教育机构的工作人员，我打电话是想通知你，你的消防资格证没有通过，现在我们要给你退学费。你可以在QQ群内查看相关通知和链接，下载我们的平台，通过购买证劵的方式获得退款。如果你操作错误导致钱款冻结，我们还会要求你继续往平台充值才能提现。,冒充公检法及政府机关类
"""NAMENAME孕婴生活馆试营业啦！在试业期间免费洗澡、游泳。进店任意消费均赠送礼品哦~办理会员充值还有意外惊喜呢~~地址是PLACE党委西行DIGIT米路北。""",0
尊敬的客户，您好！这里是快手平台客服。我们发现您在我们平台上购买过一款皮具商品，并且当时还提供了一项增值服务。但是遗憾的是，这项服务的取消操作没有完成，后续每月会产生80-90元的服务费。为了保护您的利益和避免不必要的损失，我们需要提醒您尽快联系我们的客服人员并按照要求进行相应的处理哦。如果您需要帮助或有任何疑问的话请随时与我们取得联系，我们将竭诚为您服务!,冒充客服服务
好事喜事连连来袭！DIGIT日DIGIT日的聚焦时刻来临了。周年超级感恩盛会火爆进行中，赢取金条送现金大奖等您领取!精彩全新升级的舞台不容错过哦~NAME,0
您的猫眼电影订单已成功支付，请注意查收相关的取票信息。,0
美丽，蒸出男人的健康。活动是从x月x日起至xx日截止，活动期间，优惠多多,0
